SM_name,SM_type,specific_energy,mu_total,specific_price,price_sources,SM_sources,C_kwh
Carbon/CNTs,EDLC,0.020362500000000002,144.132,50.9,"0 : Alibaba (Bulk), Li 2017, Liu 2016, Steinmann 2022, USGS, 1 : Alibaba (Manual Entry)",Choi 2015,2499.6930632289746
Co(OH)2 nanosheets,pseudocapacitor,0.06267361111111111,,,,Choi 2015,
Co3O4 nanostructures,pseudocapacitor,0.02782222222222223,240.795582,17.18,"Alibaba (Bulk), ISE",Choi 2015,617.4920127795525
CoAl/PEDOT nanoarrays,pseudocapacitor,0.0274,21.4786831,,,Choi 2015,
CoCl2 nanostructures,pseudocapacitor,0.05518125,129.833194,10.494,"Alibaba (Bulk), ISE",Choi 2015,190.17329255861364
CoO/PPy nanowires,pseudocapacitor,0.5102222222222224,74.932194,,,Choi 2015,
CuO nanowires,pseudocapacitor,0.00309375,79.545,17.8,Alibaba (Manual Search),Choi 2015,5753.535353535353
Fe2O3/MnO2 nanowires,pseudocapacitor,0.03295,246.623043,0.6296523564157586,"0 : Alibaba (Bulk), Olympios 2021, USGS, 1 : Alibaba (Bulk), Alibaba (Manual Search), ISE, Li 2017",Choi 2015,19.10932796405944
GO/CNT,EDLC,0.03,174.15800000000002,275.86099978180727,"0 : Alibaba (Manual Entry), 1 : Alibaba (Manual Entry)",Choi 2015,9195.366659393576
GO/Carbon,EDLC,0.20842013888888888,102.092,400.0,Alibaba (Manual Entry),Choi 2015,1919.2003331945023
Graphene,EDLC,0.07052031249999999,72.066,90.0,Graphene Lab,Choi 2015,1276.228037134691
Graphene/CNF,EDLC,0.054375,144.132,45.900000000000006,"0 : Graphene Lab, 1 : Alibaba (Bulk), Li 2017, Liu 2016, Steinmann 2022, USGS",Choi 2015,844.1379310344829
Graphene/CNT,EDLC,0.09842685185185185,144.132,95.0,"0 : Graphene Lab, 1 : Alibaba (Manual Entry)",Choi 2015,965.1837706136349
Graphene/carbon,EDLC,0.2977430555555556,144.132,45.900000000000006,"0 : Graphene Lab, 1 : Alibaba (Bulk), Li 2017, Liu 2016, Steinmann 2022, USGS",Choi 2015,154.1597667638484
Hollow NiCo2S4 nanoplates,pseudocapacitor,0.011597222222222222,,,,Choi 2015,
Nanoporous Ni(OH)2 films,pseudocapacitor,0.0376888888888889,92.7074,7.0,"Alibaba (Bulk), Alibaba (Manual Search), Li 2017",Choi 2015,185.73113207547166
Ni2(CO3)(OH)2 nanosheets,pseudocapacitor,0.01988888888888889,,,,Choi 2015,
NiCo2(OH)6 nanotubes,pseudocapacitor,0.00640625,,,,Choi 2015,
NiCo2O4 nanosheets,pseudocapacitor,0.058784722222222224,,,,Choi 2015,
NiO nanoblocks,pseudocapacitor,0.0504,,,,Choi 2015,
PANI nanofibers,pseudocapacitor,0.009422222222222224,,,,Choi 2015,
PANI nanotubes,pseudocapacitor,0.023836805555555556,,,,Choi 2015,
PPy nanofibrils,pseudocapacitor,0.019055555555555555,,,,Choi 2015,
PPy-PANI double-wall,pseudocapacitor,0.026475000000000002,0.0,,,Choi 2015,
PPy-clay core-shell nanoarrays,pseudocapacitor,0.40919999999999995,,,,Choi 2015,
PPy-sepiolite nanocomposites,pseudocapacitor,0.022916666666666665,0.0,,,Choi 2015,
Polythiophene nanostructures,pseudocapacitor,0.3611111111111111,,,,Choi 2015,
V2O5-PPy nanofibers,pseudocapacitor,0.2288888888888889,181.878,,,Choi 2015,
ZnCo2O4 nanorods/Ni foams,pseudocapacitor,0.16770833333333332,58.6934,,,Choi 2015,
Al2O3,dielectric_capacitor,0.0007779535864978904,101.9600768,0.8858555555555556,"Liu 2016, SMM, Steinmann 2022, USGS",TODO,1138.6997514124294
Block Stacking,gravitational,0.0002725,162.0430768,0.05,"Alibaba (Bulk), Steinmann 2022, USGS",,183.4862385321101
Pumped Hydro,gravitational,0.0008175,,0.261,Calculation/Black and Veatch,,319.26605504587155
